E,pt,eta,phi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
620556,602185,0.232263,-1.57738;j,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.81E+06,1.42E+06,0.704303,-1.57739;j,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
592991,578045,0.203681,-1.57743;j,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
748092,327942,1.4629,-1.57788;j,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
676912,619281,0.424407,1.57841;j,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
902076,583611,-0.992962,-1.57845;j,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
825206,686832,-0.596799,-1.57882;j,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
252253,236476,0.344185,-1.57887;j,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
858786,290554,1.74646,-1.58053;j,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
627595,486182,0.718992,1.58073;j,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
751603,421414,1.18143,1.58088;j,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
375230,346973,0.393081,1.58125;j,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
558363,546790,0.044562,-1.58187;j,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.76E+06,409610,-2.13496,1.58292;j,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
494669,420888,-0.57932,1.58351;j,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.40E+06,843724,1.09512,-1.58435;j,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.44E+06,856263,-1.10981,1.58739;j,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
753993,586474,-0.733122,-1.58848;j,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.39E+06,552791,1.57205,1.5893;j,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
656241,595212,0.417373,-1.59018;j,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
951088,467828,1.32036,1.59054;j,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
481983,478640,0.0284528,-1.59071;j,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
609184,326480,-1.23538,1.59132;j,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
549806,405905,0.812163,-1.59169;j,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.33E+06,1.16E+06,-0.52361,1.59263;j,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
473176,461079,-0.154215,1.59267;j,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.32E+06,630028,-1.37098,-1.59296;j,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
621846,612722,0.0810345,1.5936;j,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
848127,822286,-0.16599,-1.59438;j,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.25E+06,698333,1.18358,-1.59451;j,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
574522,544964,0.301923,-1.59494;j,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
923662,574871,1.051,1.59579;j,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
808587,801626,0.128951,-1.59667;j,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.10E+06,468601,-1.49734,-1.59694;j,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
267127,190152,-0.867642,1.59697;j,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
825332,759478,-0.400787,1.59888;j,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
590232,563443,-0.219894,-1.59959;j,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
868554,399080,-1.41071,-1.59996;j,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
461319,444314,-0.20222,1.60028;j,,,,,,,,,,,,,,,,24786.8,24198.4,0.213804,-0.880851;,,,,,,,,,,,,
1.26E+06,347332,-1.9622,1.60044;j,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
240674,236952,0.141558,-1.60085;j,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
752020,450675,1.07208,-1.60204;j,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
651017,608428,0.363271,-1.60225;j,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
545978,533080,0.119437,-1.60229;j,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
623224,556687,0.448471,-1.60249;j,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
761427,658011,-0.551705,-1.60296;j,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
644315,439709,0.924161,-1.6033;j,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
477282,470350,-0.149645,-1.60334;j,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
678464,475391,0.884592,-1.60466;j,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
673573,605289,0.462004,1.60578;j,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
968940,349356,1.67902,1.60602;j,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
615787,439186,-0.855105,1.60632;j,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
564675,411835,-0.823764,-1.60682;j,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.49E+06,1.04E+06,0.888187,1.60726;j,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
583373,545730,0.364057,-1.60732;j,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
762958,753015,-0.151965,1.60788;j,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
936176,926864,-0.104754,-1.60815;j,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.08E+06,992962,0.415569,-1.60826;j,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
746665,503114,-0.946663,-1.60843;j,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
622836,604571,0.229912,-1.60932;j,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.80E+06,525926,1.89826,1.61212;j,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.31E+06,384930,1.89568,1.61223;j,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
257453,234997,-0.388762,-1.61227;j,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
674171,421831,-1.0316,1.61271;j,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.05E+06,413628,1.58139,-1.61288;j,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
737837,370139,-1.29963,1.61292;j,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.37E+06,1.18E+06,0.556494,1.61292;j,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
205281,191456,-0.360773,-1.61313;j,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.32E+06,1.18E+06,-0.463502,1.61373;j,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
733495,725667,0.0922516,-1.61407;j,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
822820,797427,0.126724,1.61416;j,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
556866,465089,0.60808,1.61489;j,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.03E+06,986072,0.296223,1.61674;j,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
509181,364043,-0.839382,1.61718;j,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.06E+06,980242,0.390321,-1.61718;j,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.44E+06,826247,-1.14975,-1.61913;j,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
601287,353596,-1.11438,1.61963;j,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.13E+06,993289,0.438172,1.61976;j,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.28E+06,523500,-1.54367,-1.62015;j,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
787977,555385,0.87371,1.62023;j,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
959583,687958,-0.835335,-1.62062;j,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
566231,489988,-0.393831,-1.62078;j,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
495052,491179,-0.0041376,1.62125;j,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
558473,292066,-1.26184,-1.62135;j,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
502863,473330,-0.344244,-1.62316;j,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
677747,647257,-0.282372,1.6232;j,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
589178,560059,0.251988,1.62326;j,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.16E+06,696549,1.07795,-1.62338;j,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
453568,437557,0.262949,1.62436;j,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
991121,920910,0.376472,1.62559;j,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
865855,386971,-1.44413,-1.62571;j,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
515924,438850,0.572994,-1.62578;j,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.26E+06,1.25E+06,-0.0259633,1.626;j,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.64E+06,991380,1.08138,1.62627;j,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
413723,399141,0.265181,1.62643;j,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.59E+06,604092,-1.6239,1.62689;j,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
561323,546370,0.194004,-1.62728;j,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
755245,580304,0.746341,1.62752;j,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
227381,195282,0.516818,1.62812;j,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
554778,528180,-0.289932,-1.62817;j,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
760801,535249,0.87943,-1.62837;j,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
518500,503958,0.216036,1.62843;j,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.79E+06,724837,1.55332,-1.62868;j,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
597936,570274,-0.254674,1.62959;j,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
521154,309863,-1.09867,1.62964;j,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
280784,277777,0.134691,1.63075;j,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
643587,426443,-0.963552,1.6315;j,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
626186,551073,-0.481526,1.63182;j,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
730129,708802,-0.0998697,-1.63205;j,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
312216,300621,-0.0567639,1.63208;j,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
337418,330905,0.167857,-1.63212;j,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.78E+06,614623,1.72253,-1.63233;j,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
704495,700881,0.0862857,1.63402;j,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
350310,314549,-0.424099,1.63407;j,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
243154,162696,0.949874,1.6347;j,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.25E+06,504342,1.55311,-1.63533;j,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
275196,238536,-0.537713,-1.6363;j,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.14E+06,614382,1.22885,-1.63664;j,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
923442,615296,0.962477,-1.6372;j,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
764219,732103,0.293956,-1.63913;j,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
776067,446901,-1.14816,-1.63922;j,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
409431,355150,-0.544356,1.63979;j,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
682571,530062,0.725295,-1.64032;j,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
898421,763409,-0.57672,-1.64074;j,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
347513,297232,0.54276,-1.64089;j,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
300065,243575,-0.656596,1.64113;j,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
521262,516939,-0.0707895,-1.64171;j,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
437053,316767,-0.839672,-1.64205;j,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.66E+06,390514,2.12818,-1.6431;j,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.60E+06,584827,-1.66391,-1.64315;j,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.44E+06,983347,-0.93223,1.64316;j,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
345664,298774,0.545602,1.64317;j,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
553974,419819,0.757721,-1.64345;j,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
879987,492624,-1.18212,-1.64346;j,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
828969,247518,-1.878,-1.64383;j,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
398676,387174,0.187022,-1.64398;j,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
947383,824498,-0.523103,1.64421;j,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.77E+06,610347,-2.19332,-1.64471;j,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
565067,562514,-0.0237302,1.64544;j,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
525201,446656,-0.58267,-1.64591;j,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
617104,568600,0.396773,1.64634;j,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
641243,633080,0.148253,1.64738;j,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
592481,334526,1.16917,1.64763;j,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
724684,515077,-0.870845,1.64765;j,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
655131,398263,-1.08175,1.64792;j,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
463636,365002,-0.713364,-1.64797;j,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
497590,481415,0.253602,-1.64839;j,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.11E+06,735166,0.963484,1.6484;j,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.32E+06,646798,-1.33539,1.65023;j,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
289428,282424,0.135253,-1.651;j,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
305584,264475,0.507838,1.65164;j,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
711600,562432,-0.712946,-1.6518;j,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.44E+06,942303,0.975812,1.65198;j,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
784529,612224,-0.717413,-1.65226;j,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
345179,334714,0.067689,-1.65227;j,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
669360,586160,0.52227,-1.65239;j,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
690153,634775,-0.412278,-1.65295;j,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
777990,595817,0.756912,-1.65332;j,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
757068,716977,0.329674,-1.65428;j,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
829317,484368,-1.12773,-1.65438;j,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
336538,329176,0.162536,1.6546;j,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.03E+06,485898,-1.38099,1.65496;j,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
682689,633668,-0.317285,1.65518;j,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
247998,224198,-0.411223,1.65551;j,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
913825,798279,-0.528076,1.65606;j,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
968396,339253,1.70913,1.65616;j,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
385410,365855,0.293886,1.6567;j,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.04E+06,763612,0.823714,-1.65673;j,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
923006,299046,1.79259,1.65701;j,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
969056,698672,-0.85089,-1.6575;j,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
910216,730650,-0.683488,1.6577;j,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
757447,579420,-0.761905,-1.6577;j,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
974338,441273,1.42705,-1.65775;j,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
763818,674948,-0.485288,1.65885;j,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.17E+06,610985,-1.26066,1.65901;j,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
620399,609182,-0.0877538,1.66065;j,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
573678,541694,-0.272236,1.66174;j,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.36E+06,615018,1.43217,1.66192;j,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
782144,728083,-0.332813,1.6628;j,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
812161,418516,1.27398,1.66298;j,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
999797,789215,-0.708872,1.66315;j,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
552095,520973,-0.320335,-1.66352;j,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
559513,411615,-0.799711,1.66488;j,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
538666,490486,0.432637,-1.66551;j,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
616816,408304,-0.961964,-1.66578;j,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
415803,399769,-0.266138,1.66586;j,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
596346,564590,-0.323302,1.66616;j,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.25E+06,999784,-0.691928,-1.66662;j,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
558098,392760,0.886038,-1.66827;j,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
210767,180628,0.521844,1.66854;j,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
313101,301193,-0.228801,1.66921;j,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
406445,400304,0.0188678,-1.66923;j,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.02E+06,668297,0.979301,1.66973;j,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
774994,306524,-1.57774,1.67053;j,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3.16E+06,1.20E+06,1.62099,-1.67058;j,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
633565,585173,0.368442,1.67083;j,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
416246,410315,0.0107431,-1.67093;j,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.09E+06,547527,1.3081,1.67219;j,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
389451,375117,0.142507,-1.67288;j,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.43E+06,543430,-1.62418,1.67293;j,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.83E+06,1.10E+06,-1.09004,-1.67352;j,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
773575,721328,-0.330542,1.67358;j,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
831431,352819,-1.50049,-1.67371;j,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
757385,739223,-0.212397,1.67512;j,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
336020,215199,1.00779,-1.6757;j,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.21E+06,1.05E+06,-1.37614,-1.67633;j,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.42E+06,887951,-1.04076,-1.67654;j,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
521686,296612,1.15598,1.67693;j,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.37E+06,1.19E+06,-0.496106,1.67755;j,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
323786,323025,-0.0272481,1.67759;j,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.09E+06,888073,0.663534,-1.67822;j,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
445914,228420,1.28689,1.67824;j,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
703204,686818,-0.20699,-1.67848;j,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
611624,313835,-1.28591,-1.67925;j,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.03E+06,2.03E+06,-0.0391813,-1.67959;j,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
207205,199795,-0.105245,-1.67965;j,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
499139,465082,0.349654,-1.68018;j,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
700814,501508,-0.840284,-1.68056;j,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
693425,684148,0.0612755,1.68159;j,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.59E+06,918549,-1.14667,-1.68194;j,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
951202,923090,-0.235353,1.68238;j,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
585867,475195,0.654645,1.6825;j,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
541456,484440,0.442189,-1.68276;j,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
596125,309602,1.27089,1.68321;j,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.01E+06,411842,1.5404,1.68353;j,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
970350,737696,-0.771664,1.68391;j,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.30E+06,414060,1.81195,1.68521;j,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
763301,733865,-0.216802,1.68545;j,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.32E+06,1.29E+06,-0.159731,1.68593;j,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
938052,811178,-0.543704,1.6864;j,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
775036,726368,-0.353035,1.68658;j,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
598604,503884,0.587943,1.68761;j,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
963912,654977,-0.927365,-1.68782;j,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
408833,395695,0.23251,-1.688;j,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
498532,210279,-1.50488,-1.68824;j,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
663511,481686,-0.836247,1.68828;j,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
690657,545516,0.703997,-1.68843;j,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
324830,299636,-0.398174,-1.68878;j,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
491661,398149,0.664428,-1.68888;j,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
897892,504250,1.17432,-1.68894;j,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
541839,496317,0.415798,-1.68922;j,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
832302,795846,-0.287977,1.68954;j,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
642176,259642,1.55357,-1.68955;j,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
455504,449029,-0.148909,1.69014;j,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
857064,571194,0.957988,1.69045;j,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.90E+06,730524,-2.05465,-1.69227;j,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
700365,697915,0.0545089,-1.69258;j,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
580001,571154,0.166548,1.69401;j,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
297871,276964,0.381124,1.6943;j,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
633207,608857,-0.281079,-1.69533;j,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
713368,373398,-1.26218,1.69647;j,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
930935,445632,1.36556,-1.69667;j,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
461981,391030,0.541853,-1.69948;j,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
829555,566996,0.928551,-1.70007;j,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
307867,306071,0.102258,-1.70021;j,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
274872,266075,-0.206484,-1.70044;j,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
481601,332923,-0.909083,1.70073;j,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
724568,707694,-0.199605,-1.70086;j,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
818669,565872,-0.909571,-1.70118;j,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.13E+06,871142,-0.746536,1.70146;j,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
463813,354090,0.761158,1.70156;j,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
650387,515220,0.703663,-1.70165;j,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
545912,536159,-0.165219,1.70192;j,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.96E+06,852500,1.47564,1.70201;j,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
489000,486867,-0.049248,-1.7022;j,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.32E+06,946465,0.858391,-1.70252;j,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
739250,497925,-0.947723,1.70345;j,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.03E+06,686495,0.951656,1.70426;j,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
506863,391912,0.745254,-1.70453;j,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
863592,800233,0.383499,1.70485;j,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
883621,695627,-0.703579,-1.70588;j,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
662150,503801,-0.766897,-1.70647;j,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
